报告,编号,层级,来源,标题,URL,原文文件,文本层文件,取回方式,备注
供电架构,P119,厂商,SuperX AI Technology（NASDAQ: SUPX）／中恒电气,SuperX Digital Power 发布 Panama-800VDC 与 Aurora-800VDC 全链路方案,https://www.prnewswire.com/news-releases/superx-digital-power-launches-flagship-panama--aurora-full-chain-800vdc-power-solutions--dual-path-breakthrough-for-data-center-power-bottlenecks-302600937.html,P119_superx-digital-power-launches-flagship-panama--aurora-full-chain-800vd.html,,直连,
供电架构,P120,一手,Lawrence Berkeley National Laboratory,380 Vdc Architectures for the Modern Data Center,https://datacenters.lbl.gov/resources/380-vdc-architectures-modern-data-center,P120_380-vdc-architectures-modern-data-center.html,,wayback:20250309121226,
供电架构,P121,厂商,AMD,AMD Showcases Helios Rack-Scale Platform Built on Meta's Open Rack Wide,https://www.amd.com/en/newsroom/press-releases/2025-10-14-amd-showcases-helios-rack-scale-platform-built-o.html,P121_2025-10-14-amd-showcases-helios-rack-scale-platform-built-o.html,,直连,
供电架构,P122,厂商,Flex,Flex Launches 800 VDC Power Rack for Next-Generation NVIDIA AI Infrastructure,https://www.prnewswire.com/news-releases/flex-launches-800-vdc-power-rack-for-next-generation-nvidia-ai-infrastructure-302714895.html,P122_flex-launches-800-vdc-power-rack-for-next-generation-nvidia-ai-infrast.html,,直连,
供电架构,P123,二手,HUMAIN / 多来源,沙特 HUMAIN 生产算力上线（AMD + Cisco）,,,,未取得,报告中已声明无可引用 URL
供电架构,P124,一手,FERC,"Order Accepting Tariff Revisions（SPP 高影响大负荷流程），194 FERC ¶ 61,031, Docket ER26-247-000",https://spp.org/documents/75725/20260114_order%20-%20revisions%20to%20add%20the%20high%20impact%20large%20load%20processes%20and%20generation%20assessment_er26-247-000.pdf,P124_20260114_order-20--20revisions-20to-20add-20the-20high-20impact-20larg.pdf,,直连,
供电架构,P125,一手,MISO,Interconnection Reliability Requirements for Large Load — Technical Compendium（草案）,https://cdn.misoenergy.org/20260610%20LLWG%20Item%2006%20MISO%20Large%20Load%20Interconnection%20Reliability%20Requirements_Technical%20Compendium%20Draft763427.pdf,P125_20260610-20LLWG-20Item-2006-20MISO-20Large-20Load-20Interconnection-20.pdf,,直连,
供电架构,P126,一手,ESIG,Large Load Performance Requirements,https://www.esig.energy/wp-content/uploads/2026/03/ESIG-Large-Loads-Performance-Requirements-report-2026c.pdf,P126_ESIG-Large-Loads-Performance-Requirements-report-2026c.pdf,,wayback:20260722062418,
供电架构,P127,一手,ERCOT,Large Load Power Variation Requirement Consideration（LLWG）,https://www.ercot.com/files/docs/2026/02/19/ERCOT-LEL-SSO-Power-Variation-Consideration.pdf,P127_ERCOT-LEL-SSO-Power-Variation-Consideration.pdf,,直连,
供电架构,P128,一手,ERCOT / Electranix,LEL-SSO Power Variation Criteria（LLWG）,https://www.ercot.com/files/docs/2026/01/21/ERCOT_Electranix-LEL-SSO-Power-Variation-Criteria_LLWG-20260122-post.pdf,P128_ERCOT_Electranix-LEL-SSO-Power-Variation-Criteria_LLWG-20260122-post.pdf,,直连,
供电架构,P129,一手,NERC,Reliability Guideline: Risk Mitigation for Emerging Large Loads,https://www.nerc.com/globalassets/our-work/guidelines/reliability/RG_Risk-Mitigation-For-Emerging-Large-Loads.pdf,P129_RG_Risk-Mitigation-For-Emerging-Large-Loads.pdf,,直连,
供电架构,P130,一手,NERC,Power System Oscillation Monitoring and Mitigation（技术参考文件，草案）,https://www.nerc.com/globalassets/our-work/technical-reference-documents/trd-oscillation_analysis_for_monitoring_and_mitigation---draft.pdf,P130_trd-oscillation_analysis_for_monitoring_and_mitigation---draft.pdf,,直连,
供电架构,P131,一手,,Replicating Real-World 23-Hz Oscillations Caused by Large Electronic Loads,https://arxiv.org/pdf/2605.17190,P131_2605.17190.pdf,,直连,
供电架构,P132,一手,,Understanding the inception of 14.7 Hz oscillations emerging from a data center,https://sites.ecse.rpi.edu/~vanfrl/documents/publications/journal/JP105_CMLV_data_center_14p7_Hz_oscillation.pdf,P132_JP105_CMLV_data_center_14p7_Hz_oscillation.pdf,,直连,
供电架构,P133,一手,,Best Practices for Large Load Interconnections: A North American Perspective on Data Centers,https://arxiv.org/pdf/2601.12686,P133_2601.12686.pdf,,直连,
供电架构,P134,一手,,Limiting the Impact of AI Data Centers on Fatigue Life of Thermal Turbine Generators in the Grid,https://arxiv.org/pdf/2605.01173,P134_2605.01173.pdf,,直连,
供电架构,P135,一手,ERCOT / PUCT,NOGRR282 — Large Computational Load Ride-Through Requirements（Nodal Operating Guide §2.15、§2.6.4）,https://www.ercot.com/mktrules/issues/NOGRR282,P135_NOGRR282.html,,直连,
供电架构,P136,一手,NERC,Project 2026-02 — CLO-001-1 / CLO-002-1 / CLO-003-1 Draft 1,https://www.nerc.com/standards/reliability-standards-under-development/2026-02-computational-loads,P136_2026-02-computational-loads.html,,直连,
供电架构,P137,一手,NERC,"Level 3 Essential Action Alert: Computational Load Modeling, Studies, Instrumentation, Commissioning, Operations, Protection, and Control",https://www.nerc.com/globalassets/programs/bpsa/alerts/level-3-computational-load-alert.pdf,P137_level-3-computational-load-alert.pdf,,直连,
供电架构,P138,二手,FERC（经 Willkie Farr &amp; Gallagher 简报转述）,"Order Directing NERC to File Reliability Standard(s) Pertaining to Computational Load Integration, 196 FERC ¶ 61,031, Docket RD26-7-000",https://www.willkie.com/-/media/files/publications/2026/07/ferc-orders-new-reliability-standards-for-data-centers-and-other-computational-loads.pdf,P138_ferc-orders-new-reliability-standards-for-data-centers-and-other-compu.pdf,,直连,
供电架构,P139,一手,PJM Interconnection,Dominion July Loss of Load Event（运行委员会材料）,https://www.pjm.com/-/media/DotCom/committees-groups/committees/oc/2026/20260806/20260806-item-05---dominion-july-loss-of-load-event---presentation.pdf,P139_20260806-item-05---dominion-july-loss-of-load-event---presentation.pdf,,直连,
供电架构,P140,一手,EirGrid / SONI,"Grid Code Modification MPID345: Fault Ride Through, RoCoF and Post Fault Active Power Recovery for Demand Facilities",https://cms.eirgrid.ie/sites/default/files/publications/MPID345-Demand-Facilities-FRT-Recommendation-Paper-01042026.pdf,P140_MPID345-Demand-Facilities-FRT-Recommendation-Paper-01042026.pdf,,直连,
供电架构,P141,一手,Open Compute Project,Diablo 400 Project: Rack and Power Base Specification v0.5.2,https://web.archive.org/web/20250805071450id_/https://www.opencompute.org/documents/ocp-specification-diablo-400-v0p5p2-2025-05-30-pdf,P141_ocp-specification-diablo-400-v0p5p2-2025-05-30-pdf.pdf,P141_diablo_v052.txt,直连,Diablo 400 v0.5.2 全文抽取（接地/BBU/纹波条款逐字核对）
供电架构,P142,一手,Open Compute Project,Diablo 400 Project: Rack and Power Base Specification v0.7.0,https://web.archive.org/web/20260902014124id_/https://www.opencompute.org/documents/ocp-specification-diablo-400-v0-7-0-final-pdf,P142_ocp-specification-diablo-400-v0-7-0-final-pdf.pdf,P142_diablo_v070.txt,直连,Diablo 400 v0.7.0 全文抽取（版本差异逐字比对）
供电架构,P143,一手,Open Compute Project,"Solid State Transformer (SST) Specification, Revision 0.3.0 — Medium Voltage to 800 VDC Power Conversion Platform",https://web.archive.org/web/20260813063954id_/https://www.opencompute.org/documents/ocp-sst-design-specification-v0-3-final-pdf,P143_ocp-sst-design-specification-v0-3-final-pdf.pdf,P143_ocp_sst_v03.txt,直连,固态变压器规范 v0.3 全文抽取（§3 定义、§5.4 空节逐字核对）
供电架构,P144,一手,Open Compute Project,"Powering the Next Era of AI: How Google, Microsoft and Nvidia Are Standardizing and Accelerating the Industry Transition to LVDC",https://web.archive.org/web/20260906152716/https://www.opencompute.org/index.php/blog/powering-the-next-era-of-ai-how-google-microsoft-and-nvidia-are-standardizing-and-accelerating-the-industry-transition-to-lvdc,P144_powering-the-next-era-of-ai-how-google-microsoft-and-nvidia-are-standa.html,,直连,
供电架构,P145,一手,开放数据中心标准推进委员会（ODCC）,巴拿马供电技术白皮书（ODCC-2020-02001）,https://13115299.s21i.faiusr.com/61/1/ABUIABA9GAAg_v7qjQYoq6SE3Qc.pdf,P145_ABUIABA9GAAg_v7qjQYoq6SE3Qc.pdf,P145_panama_odcc.txt,直连,巴拿马白皮书全文抽取（表 4-1 与 §4.5 造价逐字核对）
供电架构,P146,厂商,"Bojja H.（Microsoft, AI Platform Architect）",Re-Architecting Power Systems for AI Racks,https://hc2025.hotchips.org/assets/program/tutorials/HC2025.T1DCRacks.S4.Bojja.pdf,P146_HC2025.T1DCRacks.S4.Bojja.pdf,P146_hotchips_bojja.txt,直连,Hot Chips 2025 演讲抽取（接地表述互证）
供电架构,P147,二手,mgrid.org,"How a Solid-State Transformer Gets Certified: UL 1741, IEC 62109, CE Marking and the Path to a US Utility Procurement Order",https://mgrid.org/2026/04/18/how-a-solid-state-transformer-gets-certified-ul-1741-iec-62109-ce-marking-and-the-path-to-a-us-utility-procurement-order/,P147_how-a-solid-state-transformer-gets-certified-ul-1741-iec-62109-ce-mark.html,,直连,
供电架构,P148,厂商,"Olsen M.（Vertiv, VP of Segment Strategy and Deployment）",From rack to data hall: The practical path to 800 VDC,https://www.vertiv.com/en-emea/insights/articles/blog-posts/from-rack-to-data-hall-the-practical-path-to-800-vdc/,P148_from-rack-to-data-hall-the-practical-path-to-800-vdc.html,,直连,
供电架构,P149,二手,Yahoo Finance,"Nvidia denies report its next-generation AI server faces delays, says roadmap is intact",https://finance.yahoo.com/technology/article/nvidia-denies-report-its-next-generation-ai-server-faces-delays-says-roadmap-is-intact-183310296.html,P149_nvidia-denies-report-its-next-generation-ai-server-faces-delays-says-r.html,,直连,
供电架构,P150,二手,TechNews 科技新报,台达、光宝法说会 HVDC 路线图（2026-07-20）与台达 Power Rack 目标价调整（2026-07-23）,https://technews.tw/2026/07/20/delta-liteon-hvdc-roadmap/,P150_delta-liteon-hvdc-roadmap.html,,直连,
供电架构,P151,厂商,台达电子（Delta）,台达于 2025 CDCC SUMMIT 发布基于固态变压器的智能直流供电方案,https://www.prnasia.com/story/513446-1.shtml,P151_513446-1.shtml.html,,直连,
供电架构,P152,厂商,Alderbuck,Alderbuck Contributes to the OCP Data Center Power Distribution Whitepaper,https://alderbuck.com/alderbuck-contributes-to-the-ocp-data-center-power-distribution-whitepaper/,P152_alderbuck-contributes-to-the-ocp-data-center-power-distribution-whitep.html,,直连,
电网,G1,二手,FERC,"Order Directing NERC to File Reliability Standard(s) Pertaining to Computational Load Integration，196 FERC ¶ 61,031, Docket RD26-7-000",https://www.willkie.com/-/media/files/publications/2026/07/ferc-orders-new-reliability-standards-for-data-centers-and-other-computational-loads.pdf,G1_ferc-orders-new-reliability-standards-for-data-centers-and-other-compu.pdf,,直连,
电网,G2,一手,NERC,Standard Authorization Request: Reliability Standards to Address Computational Load — Phase I,https://www.nerc.com/globalassets/standards/projects/2026-02/sar-comment-period/2026-02-computational-load-alignment-phase-1-sar_sc-approved.pdf,G2_2026-02-computational-load-alignment-phase-1-sar_sc-approved.pdf,,直连,
电网,G3,一手,NERC,CLO-001-1 / CLO-002-1 / CLO-003-1 Draft 1,https://www.nerc.com/standards/reliability-standards-under-development/2026-02-computational-loads,G3_2026-02-computational-loads.html,,直连,
电网,G4,一手,NERC,"Standards, Compliance, and Enforcement Bulletin",https://www.nerc.com/globalassets/programs/compliance/bulletins/2026_08_31_standardscompliancebulletin.pdf,G4_2026_08_31_standardscompliancebulletin.pdf,,直连,
电网,G5,一手,NERC,"Level 3 Essential Action Alert: Computational Load Modeling, Studies, Instrumentation, Commissioning, Operations, Protection, and Control",https://www.nerc.com/globalassets/programs/bpsa/alerts/level-3-computational-load-alert.pdf,G5_level-3-computational-load-alert.pdf,,直连,
电网,G6,一手,NERC RSTC,Reliability Guideline: Risk Mitigation for Emerging Large Loads,https://www.nerc.com/globalassets/who-we-are/standing-committees/rstc/reliabilityguideline_riskmitigationforemerginglargeloads.pdf,G6_reliabilityguideline_riskmitigationforemerginglargeloads.pdf,,直连,
电网,G7,一手,NERC,《议事规则》附录 5B 计算类负荷注册标准评论汇编,https://www.nerc.com/globalassets/who-we-are/rules-of-procedure/proposed/cle-rop-comments_redacted-5-26-revision-3.pdf,G7_cle-rop-comments_redacted-5-26-revision-3.pdf,,直连,
电网,G8,一手,NERC,Large Loads Action Plan 2026 年第二季度更新,https://www.nerc.com/globalassets/initiatives/large-loads-action-plan/llap-quarterly-update-q2-2026.pdf,G8_llap-quarterly-update-q2-2026.pdf,,直连,
电网,G9,二手,FERC,"六份 show cause 令（PJM／MISO／SPP／CAISO／ISO-NE／NYISO），195 FERC ¶ 61,211–61,216",https://www.willkie.com/-/media/files/publications/2026/06/ferc-directs-grid-operators-to-reform-procedures-for-large-loads-connecting-to-the-bulk-transmission.pdf,G9_ferc-directs-grid-operators-to-reform-procedures-for-large-loads-conne.pdf,,直连,
电网,G10,一手,ERCOT / PUCT,NOGRR282 — Large Computational Load Ride-Through Requirements（Nodal Operating Guide §2.15、§2.6.4）,https://www.ercot.com/mktrules/issues/NOGRR282,G10_NOGRR282.html,,直连,
电网,G11,一手,ERCOT,董事会材料：NOGRR282 与 NPRR1308 说明,https://www.ercot.com/files/docs/2026/05/22/15.1.1.3-ERCOT-Comments-on-NOGRR282-and-NPRR1308.pdf,G11_15.1.1.3-ERCOT-Comments-on-NOGRR282-and-NPRR1308.pdf,,直连,
电网,G12,一手,ERCOT,Batch Study Update（PGRR145 / NPRR1325，Batch Zero）,https://www.ercot.com/files/docs/2026/04/13/9.1-Batch-Study-Update.pdf,G12_9.1-Batch-Study-Update.pdf,,直连,
电网,G13,一手,ERCOT,Large Load Power Variation Requirement Consideration（LLWG）,https://www.ercot.com/files/docs/2026/02/19/ERCOT-LEL-SSO-Power-Variation-Consideration.pdf,G13_ERCOT-LEL-SSO-Power-Variation-Consideration.pdf,,直连,
电网,G14,一手,ERCOT / Electranix,LEL-SSO Power Variation Criteria（LLWG）,https://www.ercot.com/files/docs/2026/01/21/ERCOT_Electranix-LEL-SSO-Power-Variation-Criteria_LLWG-20260122-post.pdf,G14_ERCOT_Electranix-LEL-SSO-Power-Variation-Criteria_LLWG-20260122-post.pdf,,直连,
电网,G15,一手,PJM Interconnection,Dominion July Loss of Load Event（运行委员会材料）,https://www.pjm.com/-/media/DotCom/committees-groups/committees/oc/2026/20260806/20260806-item-05---dominion-july-loss-of-load-event---presentation.pdf,G15_20260806-item-05---dominion-july-loss-of-load-event---presentation.pdf,,直连,
电网,G16,一手,PJM Interconnection,Reliability Standards to Manage Large Load Disconnection Events Proposed by PJM,https://insidelines.pjm.com/reliability-standards-to-manage-large-load-disconnection-events-proposed-by-pjm/,G16_reliability-standards-to-manage-large-load-disconnection-events-propos.html,,直连,
电网,G17,一手,FERC / SPP,"Order Accepting Tariff Revisions（高影响大负荷流程），194 FERC ¶ 61,031, Docket ER26-247-000",https://spp.org/documents/75725/20260114_order%20-%20revisions%20to%20add%20the%20high%20impact%20large%20load%20processes%20and%20generation%20assessment_er26-247-000.pdf,G17_20260114_order-20--20revisions-20to-20add-20the-20high-20impact-20larg.pdf,,直连,
电网,G18,一手,MISO,Interconnection Reliability Requirements for Large Load — Technical Compendium（草案）,https://cdn.misoenergy.org/20260610%20LLWG%20Item%2006%20MISO%20Large%20Load%20Interconnection%20Reliability%20Requirements_Technical%20Compendium%20Draft763427.pdf,G18_20260610-20LLWG-20Item-2006-20MISO-20Large-20Load-20Interconnection-20.pdf,,直连,
电网,G19,一手,EirGrid / SONI,"Grid Code Modification MPID345: Fault Ride Through, RoCoF and Post Fault Active Power Recovery for Demand Facilities",https://cms.eirgrid.ie/sites/default/files/publications/MPID345-Demand-Facilities-FRT-Recommendation-Paper-01042026.pdf,G19_MPID345-Demand-Facilities-FRT-Recommendation-Paper-01042026.pdf,,直连,
电网,G20,一手,CRU（爱尔兰能源监管委员会）,大用户接入政策决定 CRU2025236,https://www.cru.ie/publications/,G20_publications.html,,直连,
电网,G21,一手,Virginia State Corporation Commission,Case No. PUR-2025-00058（Dominion 综合费率案）情况说明,https://www.scc.virginia.gov/media/sccvirginiagov-home/about-the-scc/fact-sheets/scc-data-center-initiatives-02-2026.pdf,G21_scc-data-center-initiatives-02-2026.pdf,,wayback:20260914191645,
电网,G22,二手,NERC / IEEE,PRC-029-1（2026-10-01 生效）；IEEE 2800-2022；IEEE 2800.2-2026；IEEE P2800.1（在编）,https://standards.ieee.org/ieee/2800/10453/,G22_standards-ieee-org-10453.html,,直连,
电网,G23,一手,NERC,Power System Oscillation Monitoring and Mitigation（技术参考文件，草案）,https://www.nerc.com/globalassets/our-work/technical-reference-documents/trd-oscillation_analysis_for_monitoring_and_mitigation---draft.pdf,G23_trd-oscillation_analysis_for_monitoring_and_mitigation---draft.pdf,,直连,
电网,G24,机构,ESIG,Large Load Performance Requirements,https://www.esig.energy/wp-content/uploads/2026/03/ESIG-Large-Loads-Performance-Requirements-report-2026c.pdf,G24_ESIG-Large-Loads-Performance-Requirements-report-2026c.pdf,,wayback:20260722062418,
电网,G25,一手,,Replicating Real-World 23-Hz Oscillations Caused by Large Electronic Loads,https://arxiv.org/pdf/2605.17190,G25_2605.17190.pdf,,直连,
电网,G26,一手,,Understanding the inception of 14.7 Hz oscillations emerging from a data center,https://sites.ecse.rpi.edu/~vanfrl/documents/publications/journal/JP105_CMLV_data_center_14p7_Hz_oscillation.pdf,G26_JP105_CMLV_data_center_14p7_Hz_oscillation.pdf,,直连,
电网,G27,一手,,Best Practices for Large Load Interconnections: A North American Perspective on Data Centers,https://arxiv.org/pdf/2601.12686,G27_2601.12686.pdf,,直连,
电网,G28,机构,,Limiting the Impact of AI Data Centers on Fatigue Life of Thermal Turbine Generators in the Grid,https://arxiv.org/pdf/2605.01173,G28_2605.01173.pdf,,直连,
电网,G29,一手,NERC,White Paper: Grid Forming Functional Specifications for BPS-Connected Battery Energy Storage Systems,https://www.nerc.com/globalassets/our-work/white-papers/white_paper_gfm_functional_specification.pdf,G29_white_paper_gfm_functional_specification.pdf,,直连,
电网,G30,一手,NERC,Grid Forming Technology: Bulk Power System Reliability Considerations,https://www.nerc.com/globalassets/our-work/white-papers/white_paper_grid_forming_technology.pdf,G30_white_paper_grid_forming_technology.pdf,,直连,
电网,G31,机构,,From Liability to Asset: A Three-Mode Grid-Forming Control Framework for Centralized Data Center UPS Systems,https://arxiv.org/pdf/2512.16497,G31_2512.16497.pdf,,直连,
电网,G32,机构,,Mitigation of Datacenter Demand Ramping and Fluctuation using Hybrid ESS and Supercapacitor,https://arxiv.org/pdf/2512.08076,G32_2512.08076.pdf,,直连,
电网,G33,机构,,Inter-Area Oscillation Damping in Data-Center-Integrated Power Systems,https://arxiv.org/pdf/2607.27575,G33_2607.27575.pdf,,直连,
电网,G34,机构,,Power Stabilization for AI Training Datacenters,https://arxiv.org/abs/2508.14318,G34_2508.14318.html,,直连,
电网,G35,一手,IEEE,IEEE 519（谐波）／IEEE 1453（闪变与快速电压变化）,https://standards.ieee.org/ieee/519/10677/,G35_standards-ieee-org-10677.html,,直连,
电网,G36,一手,国家发展改革委、国家能源局、工业和信息化部、国家数据局,关于促进人工智能与能源双向赋能的行动方案（国能发科技〔2026〕34 号）,https://www.nea.gov.cn/20260508/4dae97ca01d348e4871bb8654be34b3a/c.html,G36_www-nea-gov-cn-c.html,,直连,
电网,G37,一手,国家发展改革委、国家能源局,关于有序推动绿电直连发展有关事项的通知（发改能源〔2025〕650 号）,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202505/t20250530_1398138.html,G37_t20250530_1398138.html,,直连,
电网,G38,一手,国家发展改革委、国家能源局,新型储能规模化建设专项行动方案（2025—2027 年）（发改能源〔2025〕1144 号）,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202509/t20250912_1400425.html,G38_t20250912_1400425.html,,直连,
电网,G39,一手,国家能源局,2025 年能源领域行业标准制定计划,https://www.nea.gov.cn/20250915/fd22cb54f3dd471ca7be5d470d77972d/20250915fd22cb54f3dd471ca7be5d470d77972d_51716074eb35eb4db19f15375df688b4d1.pdf,G39_20250915fd22cb54f3dd471ca7be5d470d77972d_51716074eb35eb4db19f15375df68.pdf,G39_nea2025plan.txt,直连,2025 年能源领域行业标准制定计划全文（22 万字，零命中检索依据）
电网,G40,一手,国家能源局综合司,2026 年能源行业标准计划立项指南,https://www.nea.gov.cn/20260324/a3810b8d733c4972a67ef5891a17b8ea/20260324a3810b8d733c4972a67ef5891a17b8ea_49f3818b8b71ed439ca1d10cceef0bc714.pdf,G40_20260324a3810b8d733c4972a67ef5891a17b8ea_49f3818b8b71ed439ca1d10cceef0.pdf,,直连,
电网,G41,一手,国家标准委,GB/T 44137-2024《高电能质量需求用户接入电网技术要求》,https://std.samr.gov.cn/gb/search/gbDetailed?id=1C2B210449617242E06397BE0A0ACA1F,G41_gbDetailed.html,,直连,
电网,G42,一手,国家标准委,GB/T 12326《电能质量 电压波动和闪变》／GB/T 14549《电能质量 公用电网谐波》,https://openstd.samr.gov.cn/bzgk/gb/newGbInfo?hcno=10A576E61901DA59E9A6AC555C2BAFD1,G42_newGbInfo.html,G42_gbt12326.txt,直连,下载到的是门户/标准库页面，非文件本身；正文以文本层副本为准。GB/T 12326—2008 全文（§4 表1、§5.2.2 限值逐字核对）
电网,G43,一手,全国电力储能标准化技术委员会,国家标准计划 20243219-T-524《电化学储能构网型变流器技术规范》,https://std.samr.gov.cn/gb/search/gbDetailed?id=14380A4E263F20ACE06397BE0A0AD9EC,G43_gbDetailed.html,,直连,
电网,G44,机构,ODCC / 全国智能计算标准化工作组,国家标准计划 20262034-Z-469《智算中心算电协同技术导则》立项,https://www.odcc.org.cn/news/p-2051964800411131906.html,G44_p-2051964800411131906.html,,直连,
电网,G45,一手,上海市经济和信息化委员会,上海市智算中心建设导则（2025 年版）,https://www.sheitc.org.cn/uploadfile/20250114/20250114144347_3158.pdf,G45_20250114144347_3158.pdf,,直连,
电网,G46,一手,中国信息通信研究院,算力电力协同发展研究报告（2025 年）,https://www.caict.ac.cn/english/research/whitepapers/202509/P020250903602966954403.pdf,G46_P020250903602966954403.pdf,G46_caict2025.txt,直连,信通院算力电力协同发展研究报告全文抽取
电网,G47,一手,国家数据局,全国一体化算力网 算力并网技术要求（征求意见稿）等 7 项技术文件,https://www.nda.gov.cn/sjj/ywpd/szkjyjcss/0608/20250608181902170645120_pc.html,G47_20250608181902170645120_pc.html,,直连,
电网,G48,二手,中国能源新闻网,我国首个构网技术国家标准发布《电力电子装备和系统的构网性能要求及试验方法》,https://www.cpnn.com.cn/news/kj/202608/t20260807_1906929.html,G48_t20260807_1906929.html,,直连,
电网,G49,二手,中国电机工程学会,T/CES 244-2023《构网型储能系统并网测试规范》,https://www.ndls.org.cn/standard/detail/83d9e5b56d29a5e2453821e173851379,G49_83d9e5b56d29a5e2453821e173851379.html,,直连,
电网,G50,二手,Google,Google signed 1 GW of data center demand response,https://blog.google/innovation-and-ai/infrastructure-and-cloud/global-network/demand-response-data-center-milestone/,G50_demand-response-data-center-milestone.html,,直连,
电网,G51,二手,EPRI,DCFlex Initiative Expands to Nine Demonstration Sites,https://www.epri.com/about/media-resources/press-release/rBbBPmK6zVt6eXN9rGQlWLMRwHRHQWIS,G51_rBbBPmK6zVt6eXN9rGQlWLMRwHRHQWIS.html,,直连,
电网,G52,二手,PJM Interconnection,2028/2029 基础剩余拍卖结果,https://www.pjm.com/markets-and-operations/rpm,G52_www-pjm-com-rpm.html,,直连,
电网,G53,二手,Ohio PUCO / AEP Ohio,数据中心专门电价,https://puco.ohio.gov/,G53_puco.ohio.gov.html,,直连,
电网,G54,二手,财新,「算电协同」进入初步探索期 电网运行面临新挑战,https://m.caixin.com/m/2026-05-21/102446296.html,G54_m-caixin-com-102446296.html,,直连,
电网,G55,二手,经济日报 / 新华网,算电协同助力算力网建设,https://www.news.cn/tech/20260609/415460813ed8493c9bbaed8b6b87feca/c.html,G55_www-news-cn-c.html,,直连,
电网,G56,二手,21 世纪经济报道,首单「算随电动」落地广东,https://www.21jingji.com/article/20260520/6be9edd4e6880cbf1955b835a523b992.html,G56_6be9edd4e6880cbf1955b835a523b992.html,,直连,
电网,G57,二手,21 世纪经济报道,专访国网冀北电力高级专家岳昊,https://www.21jingji.com/article/20260623/herald/2886b4bd51542d80e5a817e2ed582ef2.html,G57_2886b4bd51542d80e5a817e2ed582ef2.html,,直连,
电网,G58,二手,界面新闻,冀北百兆瓦级算电协同调节落地,https://www.jiemian.com/article/15083092.html,G58_www-jiemian-com-15083092.html,,直连,
电网,G59,二手,上观新闻 / 解放日报,上海同时验证多项算电协同技术,https://finance.sina.com.cn/jjxw/2026-07-15/doc-inihvqct7944435.shtml,G59_doc-inihvqct7944435.shtml.html,,直连,
电网,G60,二手,央视网 / 中国产业经济信息网,算力跟着绿电走,https://www.cinic.org.cn/hy/tx/1650555.html,G60_www-cinic-org-cn-1650555.html,,直连,
电网,G61,二手,国家能源局,我国牵头制定全球首个算电协同领域国际标准（IEC《数据中心微电网监控与能量管理系统技术规范》）,https://www.nea.gov.cn/20260821/bed063ee8224412e9d0f37ceca74293d/c.html,G61_www-nea-gov-cn-c.html,,直连,
电网,G62,二手,财联社,数据中心「基建潮」现状调研,https://www.cls.cn/detail/2389992,G62_www-cls-cn-2389992.html,,直连,
电网,G63,机构,北京邮电大学、紫金山实验室等,算电协同技术白皮书,https://www.gfnds.com/uploads/20250818/63c414d3d2082ded22487edace5ca3ed.pdf,G63_63c414d3d2082ded22487edace5ca3ed.pdf,,直连,
电网,G64,存疑,中华网,算力网要来了 绿电成标配,https://news.china.com/socialgd/10000169/20260516/49496885.html,G64_news-china-com-49496885.html,,直连,
电网,G65,一手,PJM Interconnection,Large Load Ride Through（规划委员会 Item 05-1）,https://www.pjm.com/-/media/DotCom/committees-groups/committees/pc/2026/20260908/20260908-item-05---1-large-load-ride-through---presentation.pdf,G65_20260908-item-05---1-large-load-ride-through---presentation.pdf,,直连,
电网,G66,一手,PJM Interconnection,LCL Ride-Through Requirements Solution Education（规划委员会特别会议 Item 03-1）,https://www.pjm.com/-/media/DotCom/committees-groups/committees/pc/2026/20260915/20260915-item-03---1-lcl-ride-through-requirements-solution-education---presentation.pdf,G66_20260915-item-03---1-lcl-ride-through-requirements-solution-education-.pdf,,直连,
电网,G67,一手,SPP,High Impact Large Load Ride-Through Requirements v1.0,https://www.spp.org/documents/74635/spp%20hill%20fault%20ride%20through%20requirements-v1.0-8-19-2025%20(updated%20version).docx,G67_spp-20hill-20fault-20ride-20through-20requirements-v1.0-8-19-2025-20-u.docx,,直连,
电网,G68,一手,CAISO,Large Load Technical Requirements Straw Proposal,https://stakeholdercenter.caiso.com/InitiativeDocuments/Large-Load-Technical-Requirements-Straw-Proposal-Jun-15-2026.pdf,G68_Large-Load-Technical-Requirements-Straw-Proposal-Jun-15-2026.pdf,,直连,
电网,G69,二手,MISO,大负荷互联可靠性要求 FERC 提交（accession 20260828-5278）,https://www.misoenergy.org/stakeholder-engagement/committees/large-load-working-group/,,,未取得,站点反爬拦截，Wayback 亦无可用快照
电网,G70,一手,NERC,《议事规则》附录 5B 计算类负荷注册标准（2026-08-19 修订稿）,https://www.nerc.com/globalassets/who-we-are/rules-of-procedure/proposed/appendix-5b-clean---august-2026-posting.pdf,G70_appendix-5b-clean---august-2026-posting.pdf,,直连,
电网,G71,一手,NERC 大负荷工作组,草案 SAR: Reliability Standards to Address Computational Load Disturbance Performance,https://www.nerc.com/globalassets/initiatives/large-loads-action-plan/draft_sar_computational_load_disturbance_performance-1.pdf,G71_draft_sar_computational_load_disturbance_performance-1.pdf,,直连,
电网,G72,一手,NERC,CLO-001-1 / CLO-002-1 / CLO-003-1 实施计划与 VRF/VSL 论证,https://www.nerc.com/standards/reliability-standards-under-development/2026-02-computational-loads,G72_2026-02-computational-loads.html,,直连,
